8635	victor hugo	42146	Victor Marie Hugo (French: [viktɔʁ maʁi yɡo]; 26 February 1802 – 22 May 1885) was a French poet, novelist, and dramatist of the Romantic movement. Hugo is considered to be one of the greatest and best-known French writers of all time. Outside of France, his most famous works are the novels Les Misérables, 1862, and The Hunchback of Notre-Dame (French: Notre-Dame de Paris), 1831. In France, Hugo is known primarily for his poetry collections, such as Les Contemplations (The Contemplations) and La Légende des siècles (The Legend of the Ages). Hugo was at the forefront of the romantic literary movement with his plays Cromwell and Hernani. Many of his works have inspired music, both during his lifetime and after his death, including the musicals Notre-Dame de Paris and Les Misérables. He produced more than 4,000 drawings in his lifetime, and campaigned for social causes such as the abolition of capital punishment. Though a committed royalist when he was young, Hugo's views changed as the decades passed, and he became a passionate supporter of republicanism; his work touches upon most of the political and social issues and the artistic trends of his time. He is buried in the Panthéon in Paris. His legacy has been honoured in many ways, including his portrait being placed on French currency.
2769	elvis presley	9288	Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer-songwriter and actor. Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the "King of Rock and Roll" or simply "the King". Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee with his family when he was 13 years old. His music career began there in 1954, when he recorded a song with producer Sam Phillips at Sun Records. Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was an early popularizer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues. RCA Victor acquired his contract in a deal arranged by Colonel Tom Parker, who managed the singer for more than two decades. Presley's first RCA single, "Heartbreak Hotel", was released in January 1956 and became a number-one hit in the United States. He was regarded as the leading figure of rock and roll after a series of successful network television appearances and chart-topping records. His energized interpretations of songs and sexually provocative performance style, combined with a singularly potent mix of influences across color lines that coincided with the dawn of the Civil Rights Movement, made him enormously popular—and controversial. In November 1956, Presley made his film debut in Love Me Tender. In 1958, he was drafted into military service. He resumed his recording career two years later, producing some of his most commercially successful work before devoting much of the 1960s to making Hollywood films and their accompanying soundtrack albums, most of which were critically derided. In 1968, following a seven-year break from live performances, he returned to the stage in the acclaimed televised comeback special Elvis, which led to an extended Las Vegas concert residency and a string of highly profitable tours. In 1973, Presley featured in the first globally broadcast concert via satellite, Aloha from Hawaii. On August 16, 1977, he suffered a heart attack in the bathroom of his Graceland estate, and died as a result. His death came in the wake of many years of prescription drug abuse which lead to his poor health and death. Presley is one of the most celebrated and influential musicians of the 20th century. Commercially successful in many genres, including pop, blues and gospel, he is one of the best-selling solo artists in the history of recorded music, with estimated record sales of around 600 million units worldwide. He won three Grammys, also receiving the Grammy Lifetime Achievement Award at age 36, and has been inducted into multiple music halls of fame.
6286	richard wagner	25452	Wilhelm Richard Wagner (; German: [ˈʁiçaʁt ˈvaːɡnɐ]; 22 May 1813 – 13 February 1883), was a German composer, theatre director, polemicist, and conductor who is primarily known for his operas (or, as some of his later works were later known, "music dramas"). Unlike most opera composers, Wagner wrote both the libretto and the music for each of his stage works. Initially establishing his reputation as a composer of works in the romantic vein of Weber and Meyerbeer, Wagner revolutionised opera through his concept of the Gesamtkunstwerk ("total work of art"), by which he sought to synthesise the poetic, visual, musical and dramatic arts, with music subsidiary to drama. He described this vision in a series of essays published between 1849 and 1852. Wagner realised these ideas most fully in the first half of the four-opera cycle Der Ring des Nibelungen (The Ring of the Nibelung). His compositions, particularly those of his later period, are notable for their complex textures, rich harmonies and orchestration, and the elaborate use of leitmotifs—musical phrases associated with individual characters, places, ideas, or plot elements. His advances in musical language, such as extreme chromaticism and quickly shifting tonal centres, greatly influenced the development of classical music. His Tristan und Isolde is sometimes described as marking the start of modern music. Wagner had his own opera house built, the Bayreuth Festspielhaus, which embodied many novel design features. The Ring and Parsifal were premiered here and his most important stage works continue to be performed at the annual Bayreuth Festival, run by his descendants. His thoughts on the relative contributions of music and drama in opera were to change again, and he reintroduced some traditional forms into his last few stage works, including Die Meistersinger von Nürnberg (The Mastersingers of Nuremberg). Until his final years, Wagner's life was characterised by political exile, turbulent love affairs, poverty and repeated flight from his creditors. His controversial writings on music, drama and politics have attracted extensive comment, notably, since the late 20th century, where they express antisemitic sentiments. The effect of his ideas can be traced in many of the arts throughout the 20th century; his influence spread beyond composition into conducting, philosophy, literature, the visual arts and theatre.
1233	constantine i	7236	Constantine the Great (Latin: Flavius Valerius Aurelius Constantinus Augustus; Greek: Κωνσταντῖνος ὁ Μέγας; 27 February c. 272 AD – 22 May 337 AD), also known as Constantine I or Saint Constantine (in the Orthodox Church as Saint Constantine the Great, Equal-to-the-Apostles), was a Roman Emperor from 306 to 337 AD. Constantine was the son of Flavius Valerius Constantius, a Roman Army officer, and his consort Helena. His father became Caesar, the deputy emperor in the west, in 293 AD. Constantine was sent east, where he rose through the ranks to become a military tribune under the emperors Diocletian and Galerius. In 305, Constantius raised himself to the rank of Augustus, senior western emperor, and Constantine was recalled west to campaign under his father in Britannia (Britain). Acclaimed as emperor by the army at Eboracum (modern-day York) after his father's death in 306 AD, Constantine emerged victorious in a series of civil wars against the emperors Maxentius and Licinius to become sole ruler of both west and east by 324 AD. As emperor, Constantine enacted many administrative, financial, social, and military reforms to strengthen the empire. The government was restructured and civil and military authority separated. A new gold coin, the solidus, was introduced to combat inflation. It would become the standard for Byzantine and European currencies for more than a thousand years. The first Roman emperor to claim conversion to Christianity, Constantine played an influential role in the proclamation of the Edict of Milan in 313, which declared religious tolerance for Christianity in the Roman empire. He called the First Council of Nicaea in 325, at which the Nicene Creed was adopted by Christians. In military matters, the Roman army was reorganised to consist of mobile field units and garrison soldiers capable of countering internal threats and barbarian invasions. Constantine pursued successful campaigns against the tribes on the Roman frontiers—the Franks, the Alamanni, the Goths, and the Sarmatians—even resettling territories abandoned by his predecessors during the Crisis of the Third Century. The age of Constantine marked a distinct epoch in the history of the Roman Empire. He built a new imperial residence at Byzantium and renamed the city Constantinople after himself (the laudatory epithet of "New Rome" came later, and was never an official title). It would later become the capital of the Empire for over one thousand years; for which reason the later Eastern Empire would come to be known as the Byzantine Empire. His more immediate political legacy was that, in leaving the empire to his sons, he replaced Diocletian's tetrarchy with the principle of dynastic succession. His reputation flourished during the lifetime of his children and centuries after his reign. The medieval church upheld him as a paragon of virtue while secular rulers invoked him as a prototype, a point of reference, and the symbol of imperial legitimacy and identity. Beginning with the Renaissance, there were more critical appraisals of his reign due to the rediscovery of anti-Constantinian sources. Trends in modern and recent scholarship attempted to balance the extremes of previous scholarship. The Church of the Holy Sepulchre, built on his orders at the purported site of Jesus' tomb in Jerusalem, became the holiest place in Christendom. The Papal claim to temporal power in the High Middle Ages was based on the supposed Donation of Constantine. He is venerated as a saint by Eastern Orthodox and Byzantine Catholics. Though Constantine has historically often been referred to as the "First Christian Emperor" (and indeed he heavily promoted the Christian Church), scholars debate his actual beliefs or even his actual comprehension of the Christian faith itself (he was not even baptised until just before his death).
1553	benito mussolini	19283178	Benito Amilcare Andrea Mussolini (; Italian pronunciation: [beˈniːto mussoˈliːni]; 29 July 1883 – 28 April 1945) was an Italian politician, journalist, and leader of the National Fascist Party (Partito Nazionale Fascista; PNF), ruling the country as Prime Minister from 1922 to 1943. He ruled constitutionally until 1925, when he dropped all pretense of democracy and set up a legal dictatorship. Known as Il Duce (The Leader), Mussolini was the founder of Italian Fascism. In 1912 Mussolini was the leading member of the National Directorate of the Italian Socialist Party (PSI). Prior to 1914, he was a keen supporter of the Socialist International, starting the series of meetings in Switzerland that organised the communist revolutions and insurrections that swept through Europe from 1917. Mussolini was expelled from the PSI for withdrawing his support for the party's stance on neutrality in World War I. He served in the Royal Italian Army during the war until he was wounded and discharged in 1917. Mussolini denounced the PSI, his views now centering on nationalism instead of socialism, and later founded the fascist movement. Following the March on Rome in October 1922 he became the youngest Prime Minister in Italian history until the appointment of Matteo Renzi in February 2014. After removing all political opposition through his secret police and outlawing labor strikes, Mussolini and his followers consolidated their power through a series of laws that transformed the nation into a one-party dictatorship. Within five years he had established dictatorial authority by both legal and extraordinary means and aspired to create a totalitarian state. Mussolini remained in power until he was deposed by King Victor Emmanuel III in 1943. A few months later, he became the leader of the Italian Social Republic, a German client regime in northern Italy; he held this post until his death in 1945. Mussolini had sought to delay a major war in Europe until at least 1942. However, Germany invaded Poland on 1 September 1939. This resulted in declarations of war by France and the United Kingdom and the start of World War II. On 10 June 1940—with the Fall of France imminent—Mussolini officially entered the war on the side of Germany, though he was aware that Italy did not have the military capacity and resources to carry out a long war with the British Empire. Mussolini believed that after the imminent French armistice, Italy could gain territorial concessions from France and then he could concentrate his forces on a major offensive in North Africa, where British and Commonwealth forces were outnumbered by Italian forces. However, the UK government refused to accept proposals for a peace that would involve accepting Axis victories in Eastern and Western Europe, plans for an invasion of the UK did not proceed, and the war continued. In the summer of 1941 Mussolini sent Italian forces to participate in the invasion of the Soviet Union, and war with the United States followed in December. Soon after the start of the Allied invasion of Sicily on 24 July 1943, he was voted against by the Grand Council of Fascism and arrested at the order of the King on 25 July. On 12 September 1943, Mussolini was rescued from prison in the Gran Sasso raid by German special forces. In late April 1945, in the wake of near total defeat, Mussolini and his mistress Clara Petacci attempted to flee to Switzerland, but both were captured by Italian communists and summarily executed by firing squad. His body was then taken to Milan, where it was hung upside down at a service station to publicly confirm his demise.
5682	oscar wilde	22614	Oscar Fingal O'Flahertie Wills Wilde (16 October 1854 – 30 November 1900) was an Irish playwright, novelist, essayist and poet. After writing in different forms throughout the 1880s, he became one of London's most popular playwrights in the early 1890s. He is remembered for his epigrams, his novel The Picture of Dorian Gray, his plays, as well as the circumstances of his imprisonment and early death. Wilde's parents were successful Anglo-Irish, Dublin intellectuals. Their son became fluent in French and German early in life. At university, Wilde read Greats; he proved himself to be an outstanding classicist, first at Dublin, then at Oxford. He became known for his involvement in the rising philosophy of aestheticism, led by two of his tutors, Walter Pater and John Ruskin. After university, Wilde moved to London into fashionable cultural and social circles. As a spokesman for aestheticism, he tried his hand at various literary activities: he published a book of poems, lectured in the United States and Canada on the new "English Renaissance in Art", and then returned to London where he worked prolifically as a journalist. Known for his biting wit, flamboyant dress and glittering conversation, Wilde became one of the best-known personalities of his day. At the turn of the 1890s, he refined his ideas about the supremacy of art in a series of dialogues and essays, and incorporated themes of decadence, duplicity, and beauty into his only novel, The Picture of Dorian Gray (1890). The opportunity to construct aesthetic details precisely, and combine them with larger social themes, drew Wilde to write drama. He wrote Salome (1891) in French in Paris but it was refused a licence for England due to the absolute prohibition of Biblical subjects on the English stage. Unperturbed, Wilde produced four society comedies in the early 1890s, which made him one of the most successful playwrights of late Victorian London. At the height of his fame and success, while The Importance of Being Earnest (1895) was still being performed in London, Wilde had the Marquess of Queensberry prosecuted for criminal libel. The Marquess was the father of Wilde's lover, Lord Alfred Douglas. The libel trial unearthed evidence that caused Wilde to drop his charges and led to his own arrest and trial for gross indecency with men. After two more trials he was convicted and imprisoned for two years' hard labour, the maximum penalty. In 1897, in prison, he wrote De Profundis, which was published in 1905, a long letter which discusses his spiritual journey through his trials, forming a dark counterpoint to his earlier philosophy of pleasure. Upon his release he left immediately for France, never to return to Ireland or Britain. There he wrote his last work, The Ballad of Reading Gaol (1898), a long poem commemorating the harsh rhythms of prison life. He died destitute in Paris at the age of 46.
2531	francisco goya	10868	Francisco José de Goya y Lucientes (; Spanish: [fɾanˈθisko xoˈse ðe ˈɣo.ʝa i luˈθjentes]; 30 March 1746 – 16 April 1828) was a Spanish romantic painter and printmaker. He is considered the most important Spanish artist of late 18th and early 19th centuries and throughout his long career was a commentator and chronicler of his era. Immensely successful in his lifetime, Goya is often referred to as both the last of the Old Masters and the first of the moderns. He was also one of the great portraitists of modern times. He was born to a modest family in 1746 in the village of Fuendetodos in Aragon. He studied painting from age 14 under José Luzán y Martinez and moved to Madrid to study with Anton Raphael Mengs. He married Josefa Bayeu in 1773; the couple's life together was characterised by an almost constant series of pregnancies and miscarriages. He became a court painter to the Spanish Crown in 1786 and this early portion of his career is marked by portraits of the Spanish aristocracy and royalty, and Rococo style tapestry cartoons designed for the royal palace. Goya was a guarded man and although letters and writings survive, little is known about his thoughts. He suffered a severe and undiagnosed illness in 1793 which left him completely deaf. After 1793 his work became progressively darker and more pessimistic. His later easel and mural paintings, prints and drawings appear to reflect a bleak outlook on personal, social and political levels, and contrast with his social climbing. He was appointed Director of the Royal Academy in 1795, the year Manuel Godoy made an unfavorable treaty with France. In 1799 Goya became Primer Pintor de Cámara, the then-highest rank for a Spanish court painter. In the late 1790s, commissioned by Godoy, he completed his La maja desnuda, a remarkably daring nude for the time and clearly indebted to Diego Velázquez. In 1801 he painted Charles IV of Spain and His Family. In 1807 Napoleon led the French army into Spain. Goya remained in Madrid during the Peninsular War, which seems to have affected him deeply. Although he did not vocalise his thoughts in public, they can be inferred from his "Disasters of War" series of prints (although published 35 years after his death) and his 1814 paintings The Second of May 1808 and The Third of May 1808. Other works from his mid period include the "Caprichos" and Los Disparates etching series, and a wide variety of paintings concerned with insanity, mental asylums, witches, fantastical creatures and religious and political corruption, all of which suggest that he feared for both his country's fate and his own mental and physical health. His late period culminates with the "Black Paintings" of 1819–1823, applied on oil on the plaster walls of his house the "Quinta del Sordo" (house of the deaf man) where, disillusioned by political and social developments in Spain he lived in near isolation. Goya eventually abandoned Spain in 1824 to retire to the French city of Bordeaux, accompanied by his much younger maid and companion, Leocadia Weiss, who may or may not have been his lover. There he completed his "La Tauromaquia" series and a number of other, major, canvases. Following a stroke which left him paralyzed on his right side, and suffering failing eyesight and poor access to painting materials, he died and was buried on 16 April 1828 aged 82. His body was later re-interred in Spain.
1257	claude monet	6548	Oscar-Claude Monet (; French: [klod mɔnɛ]; 14 November 1840 – 5 December 1926) was a founder of French Impressionist painting, and the most consistent and prolific practitioner of the movement's philosophy of expressing one's perceptions before nature, especially as applied to plein-air landscape painting. The term "Impressionism" is derived from the title of his painting Impression, soleil levant (Impression, Sunrise), which was exhibited in 1874 in the first of the independent exhibitions mounted by Monet and his associates as an alternative to the Salon de Paris. Monet's ambition of documenting the French countryside led him to adopt a method of painting the same scene many times in order to capture the changing of light and the passing of the seasons. From 1883 Monet lived in Giverny, where he purchased a house and property and began a vast landscaping project which included lily ponds that would become the subjects of his best-known works. In 1899 he began painting the water lilies, first in vertical views with a Japanese bridge as a central feature, and later in the series of large-scale paintings that was to occupy him continuously for the next 20 years of his life.
2115	frédéric chopin	10823	Frédéric François Chopin (; French: [fʁedeʁik fʁɑ̃swa ʃɔpɛ̃]; 1 March 1810 – 17 October 1849), born Fryderyk Franciszek Chopin, was a Polish composer and virtuoso pianist of the Romantic era who wrote primarily for the solo piano. He gained and has maintained renown worldwide as a leading musician of his era, whose "poetic genius was based on a professional technique that was without equal in his generation." Chopin was born in what was then the Duchy of Warsaw and grew up in Warsaw, which in 1815 became part of Congress Poland. A child prodigy, he completed his musical education and composed his earlier works in Warsaw before leaving Poland at the age of 20, less than a month before the outbreak of the November 1830 Uprising. At 21 he settled in Paris. Thereafter, during the last 18 years of his life, he gave only some 30 public performances, preferring the more intimate atmosphere of the salon. He supported himself by selling his compositions and by teaching piano, for which he was in high demand. Chopin formed a friendship with Franz Liszt and was admired by many of his musical contemporaries, including Robert Schumann. In 1835 he obtained French citizenship. After a failed engagement to Maria Wodzińska from 1836 to 1837, he maintained an often troubled relationship with the French woman writer George Sand. A brief and unhappy visit to Majorca with Sand in 1838–39 was one of his most productive periods of composition. In his last years, he was financially supported by his admirer Jane Stirling, who also arranged for him to visit Scotland in 1848. Through most of his life, Chopin suffered from poor health. He died in Paris in 1849, at the age of 39, probably of tuberculosis. All of Chopin's compositions include the piano. Most are for solo piano, though he also wrote two piano concertos, a few chamber pieces, and some songs to Polish lyrics. His keyboard style is highly individual and often technically demanding; his own performances were noted for their nuance and sensitivity. Chopin invented the concept of the instrumental ballade. His major piano works also include mazurkas, waltzes, nocturnes, polonaises, études, impromptus, scherzos, preludes and sonatas, some published only after his death. Influences on his composition style include Polish folk music, the classical tradition of J. S. Bach, Mozart and Schubert, as well as the Paris salons where he was a frequent guest. His innovations in style, musical form, and harmony, and his association of music with nationalism, were influential throughout and after the late Romantic period. Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him a leading symbol of the Romantic era in the public consciousness. His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy.  
5593	mao zedong	19527	Mao Zedong or Mao Tse-tung (; December 26, 1893 – September 9, 1976), also known as Chairman Mao, was a Chinese communist revolutionary, poet, political theorist and founding father of the People's Republic of China, which he governed as the Chairman of the Communist Party of China from its establishment in 1949, until his death in 1976. His Marxist–Leninist theories, military strategies, and political policies are collectively known as Maoism or Marxism-Leninism-Maoism. Born the son of a wealthy farmer in Shaoshan, Hunan, Mao adopted a Chinese nationalist and anti-imperialist outlook in early life, particularly influenced by the events of the Xinhai Revolution of 1911 and May Fourth Movement of 1919. Mao adopted Marxism–Leninism while working at Peking University and became a founding member of the Communist Party of China (CPC), leading the Autumn Harvest Uprising in 1927. During the Chinese Civil War between the Kuomintang (KMT) and the CPC, Mao helped to found the Chinese Workers' and Peasants' Red Army, led the Jiangxi Soviet's radical land policies and ultimately became head of the CPC during the Long March. Although the CPC temporarily allied with the KMT under the United Front during the Second Sino-Japanese War (1937–45), after Japan's defeat China's civil war resumed and in 1949 Mao's forces defeated the Nationalists who withdrew to Taiwan. On October 1, 1949, Mao proclaimed the foundation of the People's Republic of China (PRC), a one-party state controlled by the CPC. In the following years Mao solidified his control through a campaign of classicide against landlords, and a mass purge of perceived enemies of the state he termed "counterrevolutionaries" alleged to have caused between 2,000,000 to 6,000,000 deaths. (Mao himself admitting 800,000 deaths in the classicide and 712,000 in the suppression of counterrevolutionaries). In 1957, he launched the Great Leap Forward campaign that aimed to rapidly transform China's economy from an agrarian economy to an industrial one. The campaign contributed to a widespread famine, whose death toll is estimated at between 15,000,000 and 55,000,000. In 1966, he initiated the Great Proletarian Cultural Revolution, a program to remove "counterrevolutionary" elements of Chinese society that lasted 10 years and which was marked by violent class struggle that killed 400,000 to 10,000,000 people and caused widespread destruction of cultural artifacts and unprecedented elevation of Mao's personality cult. In 1972, Mao welcomed American President Richard Nixon in Beijing, signalling a policy of opening China, which was furthered under the rule of Deng Xiaoping (1978–1992). Mao suffered a series of heart attacks in 1976, and died at the age of 82 on September 9. He was succeeded as Paramount leader by Hua Guofeng (1976–1978), who was quickly sidelined and replaced by Deng. A controversial figure, Mao is regarded as one of the most important individuals in modern world history, and is also known as a theorist, military strategist, poet and visionary. Supporters credit him with driving imperialism out of China, modernising China and building it into a world power, promoting the status of women, improving education and health care, and increasing life expectancy as China's population grew from around 550 million to over 900 million under his leadership. In contrast, critics consider him a dictator comparable to Adolf Hitler and Joseph Stalin, who damaged traditional Chinese culture, as well as a perpetrator of human rights abuses, and they estimate that Mao was responsible for 40 to 70 million deaths through starvation, prison labour and executions, which would rank his tenure as the top incidence of excess mortality in human history.
5212	marie antoinette	45109	Marie Antoinette (, /ˌɑ̃ːntwə-/, /ˌɑ̃ːtwə-/, US: ; French: [maʁi ɑ̃twanɛt]; born Maria Antonia Josepha Johanna (2 November 1755 – 16 October 1793) was the last Queen of France before the French Revolution. She was born an Archduchess of Austria, and was the fifteenth and second youngest child of Empress Maria Theresa and Francis I, Holy Roman Emperor. In April 1770, upon her marriage to Louis-Auguste, heir apparent to the French throne, she became Dauphine of France. On 10 May 1774, when her husband ascended the throne as Louis XVI, she assumed the title Queen of France and Navarre, which she held until September 1791, when, as the French Revolution proceeded, she became Queen of the French, a title she held until 21 September 1792. After eight years of marriage, Marie Antoinette gave birth to a daughter, Marie-Thérèse Charlotte, the first of her four children. Despite her initial popularity, a growing number of the population eventually came to dislike her, accusing her of being profligate, promiscuous, and of harbouring sympathies for France's enemies, particularly her native Austria. The Diamond Necklace affair damaged her reputation further. During the Revolution, she became known as Madame Déficit because the country's financial crisis was blamed on her lavish spending and her opposition to the social and financial reforms of Turgot and Necker. During the Revolution, after the government had placed the royal family under house arrest in the Tuileries Palace in October 1789, several events linked to Marie Antoinette, in particular the June 1791 attempted flight to Varennes and her role in the War of the First Coalition, had disastrous effects on French popular opinion. On 10 August 1792, the attack on the Tuileries forced the royal family to take refuge at the Assembly, and on 13 August the family was imprisoned in the Temple. On 21 September 1792, the monarchy was abolished. After a two-day trial begun on 14 October 1793, Marie Antoinette was convicted by the Revolutionary Tribunal of high treason and executed by guillotine on the Place de la Révolution on 16 October 1793.
3283	giuseppe verdi	12958	Giuseppe Fortunino Francesco Verdi (Italian: [dʒuˈzɛppe ˈverdi]; 9 or 10 October 1813 – 27 January 1901) was an Italian opera composer. Verdi was born near Busseto to a provincial family of moderate means, and developed a musical education with the help of a local patron. Verdi came to dominate the Italian opera scene after the era of Bellini, Donizetti, and Rossini, whose works significantly influenced him, becoming one of the pre-eminent opera composers in history. In his early operas, Verdi demonstrated a sympathy with the Risorgimento movement which sought the unification of Italy. He also participated briefly as an elected politician. The chorus "Va, pensiero" from his early opera Nabucco (1842), and similar choruses in later operas, were much in the spirit of the unification movement, and the composer himself became esteemed as a representative of these ideals. An intensely private person, Verdi however did not seek to ingratiate himself with popular movements and as he became professionally successful was able to reduce his operatic workload and sought to establish himself as a landowner in his native region. He surprised the musical world by returning, after his success with the opera Aida (1871), with three late masterpieces: his Requiem (1874), and the operas Otello (1887) and Falstaff (1893). His operas remain extremely popular, especially the three peaks of his 'middle period': Rigoletto, Il trovatore and La traviata, and the bicentenary of his birth in 2013 was widely celebrated in broadcasts and performances.
4533	justinian i	16209	Justinian I (; Latin: Flavius Petrus Sabbatius Iustinianus Augustus; Greek: Φλάβιος Πέτρος Σαββάτιος Ἰουστινιανός Flávios Pétros Sabbátios Ioustinianós) (c. 482 – 14 November 565), traditionally known as Justinian the Great and also Saint Justinian the Great in the Eastern Orthodox Church, was a Byzantine (East Roman) emperor from 527 to 565. During his reign, Justinian sought to revive the empire's greatness and reconquer the lost western half of the historical Roman Empire. Justinian's rule constitutes a distinct epoch in the history of the Later Roman empire, and his reign is marked by the ambitious but only partly realized renovatio imperii, or "restoration of the Empire". Because of his restoration activities, Justinian has sometimes been called the "last Roman" in modern historiography. This ambition was expressed by the partial recovery of the territories of the defunct western Roman Empire. His general, Belisarius, swiftly conquered the Vandal kingdom in North Africa. Subsequently, Belisarius, Narses, and other generals conquered the Ostrogothic kingdom, restoring Dalmatia, Sicily, Italy, and Rome to the empire after more than half a century of rule by the Ostrogoths. The prefect Liberius reclaimed the south of the Iberian peninsula, establishing the province of Spania. These campaigns re-established Roman control over the western Mediterranean, increasing the Empire's annual revenue by over a million solidi. During his reign Justinian also subdued the Tzani, a people on the east coast of the Black Sea that had never been under Roman rule before. A still more resonant aspect of his legacy was the uniform rewriting of Roman law, the Corpus Juris Civilis, which is still the basis of civil law in many modern states. His reign also marked a blossoming of Byzantine culture, and his building program yielded such masterpieces as the church of Hagia Sophia. A devastating outbreak of bubonic plague in the early 540s marked the end of an age of splendour.
5552	marilyn monroe	19318	Marilyn Monroe (born Norma Jeane Mortenson; June 1, 1926 – August 5, 1962) was an American actress and model. Famous for playing comic "dumb blonde" characters, she became one of the most popular sex symbols of the 1950s and was emblematic of the era's attitudes towards sexuality. Although she was a top-billed actress for only a decade, her films grossed $200 million by the time of her unexpected death in 1962. She continues to be considered a major popular culture icon. Born and raised in Los Angeles, Monroe spent most of her childhood in foster homes and an orphanage and married at the age of sixteen. While working in a radioplane factory in 1944 as part of the war effort, she was introduced to a photographer from the First Motion Picture Unit and began a successful pin-up modeling career. The work led to short-lived film contracts with Twentieth Century-Fox (1946–1947) and Columbia Pictures (1948). After a series of minor film roles, she signed a new contract with Fox in 1951. Over the next two years, she became a popular actress with roles in several comedies, including As Young as You Feel and Monkey Business, and in the dramas Clash by Night and Don't Bother to Knock. Monroe faced a scandal when it was revealed that she had posed for nude photos before becoming a star, but rather than damaging her career, the story resulted in increased interest in her films. By 1953, Monroe was one of the most marketable Hollywood stars, with leading roles in three films: the noir Niagara, which focused on her sex appeal, and the comedies Gentlemen Prefer Blondes and How to Marry a Millionaire, which established her star image as a "dumb blonde". Although she played a significant role in the creation and management of her public image throughout her career, she was disappointed at being typecast and underpaid by the studio. She was briefly suspended in early 1954 for refusing a film project, but returned to star in one of the biggest box office successes of her career, The Seven Year Itch (1955). When the studio was still reluctant to change her contract, Monroe founded a film production company in late 1954; she named it Marilyn Monroe Productions (MMP). She dedicated 1955 to building her company and began studying method acting at the Actors Studio. In late 1955, Fox awarded her a new contract, which gave her more control and a larger salary. After a critically acclaimed performance in Bus Stop (1956) and acting in the first independent production of MMP, The Prince and the Showgirl (1957), she won a Golden Globe for Best Actress for Some Like It Hot (1959). Her last completed film was the drama The Misfits (1961). Monroe's troubled private life received much attention. She struggled with substance abuse, depression, and anxiety. She had two highly publicized marriages, to retired baseball star Joe DiMaggio and playwright Arthur Miller, both of which ended in divorce. On August 5, 1962, she died at age 36 from an overdose of barbiturates at her home in Los Angeles. Although Monroe's death was ruled a probable suicide, several conspiracy theories have been proposed in the decades following her death.
7513	sandro botticelli	73515	Alessandro di Mariano di Vanni Filipepi, known as Sandro Botticelli (Italian: [ˈsandro bottiˈtʃɛlli]; c. 1445 – May 17, 1510), was an Italian painter of the Early Renaissance. He belonged to the Florentine School under the patronage of Lorenzo de' Medici, a movement that Giorgio Vasari would characterize less than a hundred years later in his Vita of Botticelli as a "golden age". Botticelli's posthumous reputation suffered until the late 19th century; since then, his work has been seen to represent the linear grace of Early Renaissance painting. As well as the small number of mythological subjects which are his best known works today, he painted a wide range of religious subjects and also some portraits. He and his workshop were especially known for their Madonna and Childs, many in the round tondo shape. Botticelli's best-known works are The Birth of Venus and Primavera, both in the Uffizi in Florence. He lived all his life in the same neighbourhood of Florence, with probably his only significant time elsewhere the months he spent painting in Pisa in 1474 and the Sistine Chapel in Rome in 1481–82. Only one of his paintings is dated, though others can be dated from other records with varying degrees of certainty, and the development of his style traced with confidence. He was an independent master for all the 1470s, growing in mastery and reputation, and the 1480s were his most successful decade, when all his large mythological paintings were done, and many of his best Madonnas. By the 1490s his style became more personal and to some extent mannered, and he could be seen as moving in a direction opposite to that of a new generation of painters, creating the High Renaissance style just as Botticelli in returned in some ways to the Gothic. He has been described as "an outsider in the mainstream of Italian painting", who had a limited interest in many of the developments most associated with Quattrocento painting, such as the realistic depiction of human anatomy, perspective, and landscape, and the use of direct borrowings from classical art. His training enabled him to represent all these aspects of painting, without contributing to their development.
